"","Id","Date","Price"
"69","5006279",2004-11-19,62.82
"70","5006279",2003-01-09,59.82
"71","5006279",2003-10-06,127.52
"72","5006279",2004-06-24,71.09
"73","5006279",2004-05-02,103.84
"74","5006573",2003-01-11,259.22
"75","5006964",2003-01-09,36.87
"76","5007013",2006-08-21,45.07
"77","5007013",2003-01-11,96.31
"78","5007013",2003-08-27,41.38
"79","5007013",2004-09-06,103.07
"80","5007013",2003-03-12,51.92
"81","5007943",2003-01-09,119.64
"82","5007944",2005-11-27,87.28
"83","5007944",2006-09-20,67.5
"84","5007944",2003-10-18,148.98
"85","5007944",2003-01-09,210.68
"86","5007944",2005-12-10,72.98
"87","5007944",2003-01-16,72.99
"88","5007983",2003-01-11,91.79
"89","5007983",2006-11-20,75.08
"90","5007983",2004-11-12,74.49
"91","5007983",2006-03-02,54.93
"92","5007984",2005-01-14,56.43
"93","5007984",2003-01-11,42.77
"94","5007984",2005-02-07,56.43
"95","5007984",2003-05-23,36.87
"96","5007984",2003-05-19,36.87
"97","5007984",2006-04-27,89.54
"98","5007984",2005-08-24,41.38
"99","5007984",2003-03-20,44.4
"100","5007984",2005-07-20,11.66
"101","5007984",2003-01-27,77.5
"102","5007984",2005-11-23,177.58
"103","5007984",2006-05-11,41.38
"104","5007984",2003-10-15,66.6
"105","5007984",2004-02-26,171.18
"106","5007995",2003-01-14,48.16
"107","5007995",2003-09-05,88.78
"108","5007996",2006-09-26,45.07
"109","5007996",2003-12-01,33.86
"110","5007996",2003-01-14,62.07
"111","5007996",2005-11-03,36.87
"112","5007996",2005-02-03,82.76
"113","5007996",2005-07-20,54.19
"114","5007996",2006-04-29,69.24
"115","5007996",2006-02-14,88.03
"116","5010715",2005-09-22,192.63
"117","5010715",2003-03-24,104.58
"118","5010715",2005-01-13,138.44
"119","5010715",2005-05-22,182.84
"120","5010715",2003-01-09,174.92
"121","5010715",2005-09-29,118.13
"122","5010715",2003-02-12,64.71
"123","5010715",2003-05-06,115.1
"124","5010715",2006-04-29,110.61
"125","5010715",2005-07-20,44.39
"126","5010772",2003-01-11,149.25
"127","5010773",2004-12-13,455.58
"128","5010773",2005-01-05,54.92
"129","5010773",2004-05-23,308.85
"130","5010773",2004-01-20,58.69
"131","5010773",2003-01-11,143.14
"132","5010773",2005-11-01,287.41
"133","5010773",2004-01-14,79.76
"134","5010773",2004-01-10,171.52
"135","5011261",2003-01-12,69.22
"136","5011323",2003-01-05,95.55
"137","5011323",2004-10-07,44.39
"138","5011323",2004-09-27,151.98
"139","5011323",2004-07-03,303.21
"140","5011323",2004-01-25,74.49
"141","5011323",2006-04-09,233.99
"142","5011323",2005-10-19,270.12
"143","5011323",2005-07-22,240
"144","5011323",2006-01-07,208.41
"145","5011323",2003-03-01,237.75
"146","5011323",2006-10-24,157.71
"147","5011323",2005-12-16,29.34
"148","5011323",2005-01-10,72.22
"149","5011745",2006-02-11,109.85
"150","5011745",2004-10-01,103.07
"151","5011745",2004-12-12,44.39
"152","5011745",2006-08-12,89.54
"153","5011745",2003-08-22,212.93
"154","5011745",2003-01-09,36.86
"155","5011745",2004-10-03,29.34
"156","5011745",2003-07-22,22.2
"157","5011745",2005-03-06,55.3
"158","5011745",2004-02-26,32.35
"159","5011745",2005-05-15,78.25
"160","5011745",2003-07-21,132.42
"161","5011746",2003-01-09,112.11
"162","5011798",2005-05-01,36.87
"163","5011798",2003-01-11,27.93
"164","5011798",2004-05-01,91.04
"165","5012050",2003-01-09,211.43
"166","5012095",2004-05-12,57.18
"167","5012095",2003-01-11,36.87
"168","5012993",2003-01-09,119.64
"169","5012993",2006-03-27,386.74
"170","5012993",2003-08-31,122.64
"171","5012993",2005-11-11,36.87
"172","5012993",2003-10-04,59.43
"173","5012993",2006-03-31,100.07
"174","5012993",2006-09-25,172.68
"175","5012993",2003-03-11,34.61
"176","5012993",2005-03-14,305.48
"177","5013037",2003-01-11,239.13
"178","5013037",2003-11-06,56.43
"179","5013038",2006-04-20,43.64
"180","5013038",2003-01-11,18.43
"181","5013038",2004-04-25,258.06
"182","5013038",2004-05-07,22.2
"183","5013038",2006-03-12,103.84
"184","5013038",2004-03-15,95.54
"185","5013038",2004-08-18,21.44
"186","5013038",2003-11-08,51.92
"187","5013039",2005-11-06,59.44
"188","5013039",2005-11-07,63.95
"189","5013039",2003-01-11,450.3
"190","5014734",2003-01-13,77.87
"191","5015075",2004-10-02,42.88
"192","5015075",2005-04-30,43.64
"193","5015075",2003-01-06,42.14
"194","5015075",2005-01-15,74.49
"195","5015075",2004-01-05,83.51
"196","5015075",2003-05-27,112.12
"197","5015075",2005-11-27,37.62
"198","5015075",2003-11-21,58.68
"199","5015075",2006-11-17,82.61
"200","5015133",2003-01-09,97.05
"201","5015134",2004-01-29,141.07
"202","5015134",2005-01-07,73.74
"203","5015134",2004-10-16,134.68
"204","5015134",2004-04-26,56.06
"205","5015134",2005-11-17,177.56
"206","5015134",2006-01-04,29.34
"207","5015134",2003-01-09,111.72
"208","5015820",2003-01-11,124.81
"209","5015820",2004-05-01,100.07
"210","5015820",2004-07-21,154.98
"211","5015821",2003-01-11,50.62
"212","5015821",2004-07-08,29.34
"213","5015821",2005-10-03,36.87
"214","5016073",2003-01-06,64.71
"215","5016073",2006-06-14,36.87
"216","5016543",2003-01-09,21.82
"217","5016544",2004-04-29,72.6
"218","5016544",2005-07-20,61.69
"219","5016544",2003-08-25,203.9
"220","5016544",2003-01-09,173.81
"221","5016544",2005-08-18,184.33
"222","5016544",2004-11-23,57.93
"223","5016545",2003-01-09,182.84
"224","5016776",2003-01-11,138.34
"225","5016777",2005-03-30,89.54
"226","5016777",2004-09-22,100.83
"227","5016777",2006-06-23,94.05
"228","5016777",2005-07-01,105.34
"229","5016777",2004-01-17,92.54
"230","5016777",2005-01-08,182.08
"231","5016777",2003-02-20,74.49
"232","5016777",2005-03-14,157.63
"233","5016777",2006-01-04,107.61
"234","5016777",2006-11-03,105.19
"235","5016777",2003-09-27,36.87
"236","5016777",2003-08-18,145.96
"237","5016777",2003-03-24,53.42
"238","5016777",2005-09-19,155.75
"239","5016777",2003-08-17,158.01
"240","5016777",2004-02-27,81.26
"241","5016777",2004-11-28,88.78
"242","5016777",2003-01-11,73.32
"243","5016777",2004-08-21,79
"244","5016777",2003-06-27,90.29
"245","5016777",2004-10-31,83.52
"246","5016778",2003-01-11,21.38
"247","5016786",2004-07-06,67.72
"248","5016786",2003-07-14,95.55
"249","5016786",2005-05-23,36.87
"250","5016786",2004-06-09,125.65
"251","5016786",2004-01-11,244.89
"252","5016786",2004-07-19,51.17
"253","5016786",2004-10-28,118.88
"254","5016786",2004-03-25,107.98
"255","5016786",2006-05-03,77.5
"256","5016786",2004-09-07,174.55
"257","5016786",2003-01-14,27.46
"258","5016786",2005-10-04,172.29
"259","5018187",2004-09-24,123.4
"260","5018187",2004-07-25,22.57
"261","5018187",2003-01-03,54.11
"262","5018474",2003-01-03,73.74
"263","5018474",2004-05-01,69.22
"264","5018920",2003-01-06,36.87
"265","5018920",2005-11-24,51.92
"266","5018920",2003-09-10,29.34
"267","5018920",2004-06-01,91.04
"268","5021574",2003-01-02,51.92
"269","5021574",2003-03-27,77.49
"270","5021574",2006-09-23,97.66
"271","5021664",2003-01-09,156.5
"272","5021664",2003-10-21,449.19
"273","5021702",2003-10-14,48.15
"274","5021702",2003-01-11,148.6
"275","5021703",2003-01-12,188.12
"276","5022486",2003-01-09,104.73
"277","5022521",2003-01-11,43.64
"278","5022521",2006-01-16,31.59
"279","5022521",2006-06-08,28.6
"280","5022522",2003-01-11,145.76
"281","5022522",2006-07-25,74.93
"282","5022697",2003-01-08,59.82
"283","5022866",2005-11-27,103.84
"284","5022866",2006-05-25,103.84
"285","5022866",2003-01-12,97.43
"286","5022866",2004-05-23,55.68
"287","5022866",2005-05-12,29.34
"288","5022866",2005-12-18,29.34
"289","5022866",2005-04-23,181.33
"290","5022866",2003-12-13,130.92
"291","5022866",2004-01-04,99.33
"292","5022866",2005-06-28,60.19
"293","5022867",2003-01-12,184.35
"294","5023692",2003-01-07,79.38
"295","5023788",2004-02-24,103.45
"296","5023788",2005-07-20,77.87
"297","5023788",2003-12-05,118.13
"298","5023788",2003-01-14,185.84
"299","5023788",2004-02-28,148.23
"300","5023788",2005-01-14,142.94
"301","5024457",2003-01-13,34.04
"302","5025830",2005-01-24,179.81
"303","5025830",2003-01-03,110.61
"304","5025847",2003-01-05,73.31
"305","5025847",2003-07-30,40.62
"306","5025847",2003-05-05,36.87
"307","5025847",2003-12-08,220.46
"308","5025848",2003-01-05,147.48
"309","5026296",2003-12-05,153.49
"310","5026296",2003-01-04,44.77
"311","5026296",2004-10-07,123.4
"312","5026387",2006-07-20,144.6
"313","5026387",2003-01-05,44.01
"314","5026387",2003-12-13,58.68
"315","5026387",2006-06-05,60.19
"316","5026387",2005-03-17,88.78
"317","5026387",2005-01-07,63.95
"318","5026387",2006-10-04,149.5
"319","5026387",2006-11-18,71.18
"320","5026387",2006-03-29,93.3
"321","5026387",2004-12-01,63.96
"322","5026387",2005-11-30,292.69
"323","5026387",2003-11-23,167.78
"324","5026387",2004-03-07,88.78
"325","5026482",2003-01-06,21.82
"326","5026490",2004-10-19,29.34
"327","5026490",2005-04-24,126.4
"328","5026490",2003-01-14,86.4
"329","5026490",2005-08-21,59.44
"330","5026490",2005-01-14,81.26
"331","5026490",2004-09-05,66.96
"332","5026490",2006-05-14,234.01
"333","5026490",2005-06-23,103.83
"334","5026535",2005-05-19,145.21
"335","5026535",2003-01-07,333.32
"336","5026535",2005-05-10,202.77
"337","5026630",2003-01-12,88.03
"338","5026631",2004-11-09,99.31
"339","5026631",2004-10-30,329.93
"340","5026631",2005-10-08,319.78
"341","5026631",2003-01-12,84.27
"342","5026631",2006-10-03,382.51
"343","5026631",2006-07-28,314.96
"344","5026631",2005-06-30,100.82
"345","5026631",2005-06-19,305.47
"346","5026631",2006-01-08,86.53
"347","5026636",2003-06-24,70.35
"348","5026636",2003-11-01,127.92
"349","5026636",2006-05-11,200.9
"350","5026636",2003-01-14,147.09
"351","5027295",2005-10-06,240.03
"352","5027295",2003-01-03,73.74
"353","5027304",2003-01-04,51.16
"354","5027304",2003-03-17,17.31
"355","5027304",2006-06-14,91.04
"356","5027304",2003-12-05,56.43
"357","5027304",2003-07-03,36.11
"358","5027304",2003-03-09,55.69
"359","5027304",2005-10-28,78.25
"360","5027474",2004-11-13,33.86
"361","5027474",2003-08-22,73.73
"362","5027474",2006-06-16,36.12
"363","5027474",2004-11-30,88.78
"364","5027474",2004-11-06,67.72
"365","5027474",2005-05-02,226.48
"366","5027474",2004-11-19,44.39
"367","5027474",2003-01-12,20.69
"368","5027474",2005-10-26,73.74
"369","5027474",2006-10-06,18.73
"370","5027474",2005-01-10,63.95
"371","5027727",2003-01-07,71.1
"372","5027821",2004-09-05,63.95
"373","5027821",2003-01-14,20.95
"374","5027821",2003-11-23,294.94
"375","5027821",2005-08-04,29.34
"376","5027821",2005-03-21,82.77
"377","5027821",2003-10-16,24.08
"378","5029597",2003-01-02,54.17
"379","5029597",2003-08-21,57.18
"380","5029597",2006-04-22,44.39
"381","5029597",2005-07-21,16.55
"382","5029597",2005-06-22,78.99
"383","5030786",2003-11-01,298.72
"384","5030786",2003-01-02,237
"385","5030787",2003-01-02,24.08
"386","5030795",2003-01-03,73.74
"387","5030795",2004-03-15,89.16
"388","5030795",2005-07-08,81.63
"389","5030795",2006-11-07,217.37
"390","5030850",2003-01-07,73.74
"391","5030850",2004-01-09,33.86
"392","5030850",2003-05-15,54.17
"393","5030850",2005-12-06,44.39
"394","5030851",2003-01-07,443.16
"395","5030950",2003-10-12,598.16
"396","5030950",2004-01-28,131.3
"397","5030950",2005-01-18,259.19
"398","5030950",2003-11-11,29.34
"399","5030950",2004-02-02,85.02
"400","5030950",2004-02-03,53.8
"401","5030950",2004-04-23,238.86
"402","5030950",2003-01-12,167.41
"403","5031083",2003-01-06,108.35
"404","5031083",2003-08-03,56.05
"405","5031083",2003-07-21,55.68
"406","5031400",2004-02-03,10.53
"407","5031400",2005-02-16,43.64
"408","5031400",2003-02-27,162.52
"409","5031400",2003-01-11,7.52
"410","5031400",2005-04-02,58.69
"411","5031400",2003-12-04,144.45
"412","5031400",2003-04-28,72.98
"413","5031400",2003-09-23,81.26
"414","5031525",2003-04-23,36.87
"415","5031525",2004-05-07,169.67
"416","5031525",2003-04-22,135.43
"417","5031525",2005-04-21,380.71
"418","5031525",2003-01-03,122.65
"419","5031525",2003-08-25,66.21
"420","5031525",2004-08-31,299.47
"421","5031525",2005-11-17,132.42
"422","5031526",2003-01-09,36.87
"423","5031526",2003-01-03,81.27
"424","5031541",2003-01-05,106.48
"425","5031568",2003-08-21,29.34
"426","5031568",2003-01-07,36.87
"427","5031650",2004-05-06,36.87
"428","5031650",2006-11-21,37.54
"429","5031650",2003-01-12,135.43
"430","5031650",2005-01-06,66.96
"431","5031651",2003-01-12,264.09
"432","5032997",2003-01-06,110.23
"433","5032997",2006-01-15,118.13
"434","5032997",2006-04-30,88.78
"435","5032997",2005-01-18,51.92
"436","5032997",2006-10-08,22.5
"437","5032997",2003-11-04,51.92
"438","5032997",2003-10-14,66.58
"439","5032997",2006-10-31,37.54
"440","5033205",2003-01-18,51.17
"441","5033205",2003-01-15,79.76
"442","5033508",2003-05-27,111
"443","5033508",2004-11-20,215.19
"444","5033508",2004-02-19,132.06
"445","5033508",2003-01-11,195.63
"446","5033508",2004-06-19,174.56
"447","5033508",2003-10-18,153.48
"448","5033508",2003-08-12,189.98
"449","5033508",2003-08-19,247.56
"450","5033508",2003-06-30,208.79
"451","5033508",2003-05-07,111
"452","5033508",2003-06-23,110.6
"453","5033508",2005-05-24,196.37
"454","5033508",2004-07-05,146.35
"455","5033720",2006-11-19,90.14
"456","5033720",2003-01-12,170.79
"457","5033720",2005-07-25,44.39
"458","5033720",2006-05-15,191.12
"459","5033720",2005-07-18,90.67
"460","5034099",2003-01-02,73.74
"461","5034099",2004-07-05,67.72
"462","5034102",2006-06-18,237.76
"463","5034102",2003-01-03,103
"464","5034119",2003-08-20,130.16
"465","5034119",2003-01-05,79.01
"466","5034119",2005-10-05,21.82
"467","5034119",2005-04-20,91.79
"468","5034120",2004-11-23,162.14
"469","5034120",2005-10-01,362.67
"470","5034120",2003-01-05,196.37
"471","5034120",2005-12-10,158.75
"472","5034120",2004-04-20,170.42
"473","5034120",2006-04-26,181.33
"474","5034121",2004-06-21,71.1
"475","5034121",2003-01-05,267.13
"476","5034121",2004-05-27,64.33
"477","5034121",2005-04-20,172.3
"478","5034121",2005-09-30,198.62
"479","5034121",2006-08-10,120.16
"480","5034121",2006-03-16,250.53
"481","5034121",2004-11-26,149.73
"482","5034121",2005-03-06,186.59
"483","5034143",2003-01-06,52.67
"484","5034156",2006-01-23,56.43
"485","5034156",2003-01-07,96.31
"486","5034157",2005-10-06,133.18
"487","5034157",2003-01-07,51.54
"488","5034243",2003-01-11,47.13
"489","5034890",2005-10-17,36.87
"490","5034890",2005-12-15,89.53
"491","5034890",2003-01-07,78.25
"492","5034890",2003-01-02,94.05
"493","5034891",2003-01-02,132.06
"494","5034897",2003-01-03,36.87
"495","5034916",2003-01-05,130.92
"496","5034916",2006-10-12,74.92
"497","5034946",2005-04-28,66.21
"498","5034946",2003-01-07,73.74
"499","5034946",2006-05-08,58.69
"500","5034946",2004-01-15,88.02
"501","5034946",2004-01-21,29.34
"502","5034947",2003-01-07,59.82
"503","5035020",2003-01-13,42.77
"504","5035020",2004-11-29,115.11
"505","5035020",2003-01-17,13.09
"506","5035020",2003-01-11,13.09
"507","5036522",2003-01-01,373.18
"508","5036522",2003-11-02,230.23
"509","5036522",2003-10-27,241.14
"510","5037088",2006-10-18,370.48
"511","5037088",2005-05-11,104.59
"512","5037088",2006-04-29,188.1
"513","5037088",2005-07-14,168.54
"514","5037088",2004-06-22,126.39
"515","5037088",2003-01-02,191.48
"516","5037362",2003-01-14,41.38
"517","5037362",2003-05-10,61.7
"518","5037362",2004-09-22,57.18
"519","5038359",2004-01-19,101.2
"520","5038359",2003-01-12,179.06
"521","5038371",2003-01-09,74.49
"522","5038890",2003-01-10,58.69
"523","5038890",2004-11-25,62.44
"524","5039079",2005-11-28,51.92
"525","5039079",2003-01-03,83.9
"526","5039080",2005-10-03,66.96
"527","5039080",2003-01-03,29.72
"528","5039081",2003-01-03,36.86
"529","5039096",2003-01-05,232.15
"530","5039096",2003-10-08,106.85
"531","5039096",2004-11-24,189.61
"532","5039096",2006-07-10,91.8
"533","5039096",2005-07-10,159.88
"534","5039096",2005-03-28,175.31
"535","5039128",2004-11-10,147.48
"536","5039128",2003-12-03,319.39
"537","5039128",2004-01-16,90.29
"538","5039128",2003-01-07,138.77
"539","5039128",2004-10-22,157.25
"540","5039128",2004-02-27,21.82
"541","5039128",2006-01-23,114.37
"542","5039128",2006-10-31,87.8
"543","5039128",2004-11-13,207.66
"544","5039129",2005-11-07,33.1
"545","5039129",2003-01-07,11.29
"546","5039129",2006-05-03,59.44
"547","5039130",2003-03-05,82.76
"548","5039130",2003-01-07,326.87
"549","5039130",2005-01-13,278.39
"550","5039130",2005-06-15,44.39
"551","5039130",2003-04-30,135.44
"552","5039583",2003-01-24,151.24
"553","5039583",2003-01-15,220.47
"554","5040020",2004-07-12,36.87
"555","5040020",2003-04-22,52.3
"556","5040020",2004-06-24,73.74
"557","5040020",2006-11-06,45.07
"558","5040020",2003-01-02,73.74
"559","5040027",2003-01-03,43.2
"560","5040041",2003-01-15,59.44
"561","5040098",2003-01-12,107.35
"562","5040098",2005-10-29,77.5
"563","5040098",2004-12-30,44.39
"564","5040098",2004-10-01,54.55
"565","5040104",2003-01-14,16.55
"566","5040327",2003-01-07,129.03
"567","5040572",2003-01-15,51.16
"568","5040572",2003-01-23,68.47
"569","5040572",2004-12-09,73.72
"570","5040787",2005-11-24,62.45
"571","5040787",2003-01-12,102.32
"572","5040787",2005-10-24,57.94
"573","5040787",2005-12-12,82.01
"574","5040791",2003-01-14,237.38
"575","5042014",2004-08-23,79
"576","5042014",2006-03-08,36.87
"577","5042014",2006-10-05,82.54
"578","5042014",2003-01-14,237.02
"579","5042014",2003-10-30,48.15
"580","5043756",2003-01-10,162.15
"581","5043756",2003-01-16,73.74
"582","5044434",2003-01-02,36.87
"583","5044434",2003-11-03,82.01
"584","5044434",2003-04-23,84.28
"585","5044435",2003-01-02,115.21
"586","5044441",2006-03-10,136.93
"587","5044441",2003-01-03,59.06
"588","5044441",2006-02-13,145.21
"589","5044441",2006-07-20,105.78
"590","5044459",2006-11-18,254.89
"591","5044459",2003-01-05,37.24
"592","5044494",2003-01-07,71.48
"593","5044689",2003-12-10,26.33
"594","5044689",2006-11-02,187.49
"595","5044689",2006-07-20,104.88
"596","5044689",2005-08-17,224.23
"597","5044689",2003-08-11,181.33
"598","5044689",2003-06-24,280.28
"599","5044689",2005-04-25,131.67
"600","5044689",2003-12-14,26.33
"601","5044689",2003-01-05,188.52
"602","5044690",2003-05-11,39.13
"603","5044690",2003-12-12,40.26
"604","5044690",2003-02-08,47.13
"605","5044690",2005-05-28,33.1
"606","5044690",2005-10-02,151.23
"607","5044690",2003-04-22,89.54
"608","5044690",2006-10-24,87.81
"609","5044690",2006-08-26,75.17
"610","5044690",2006-01-12,59.44
"611","5044690",2003-01-05,235.2
"612","5044712",2003-01-06,86.15
"613","5044712",2003-06-18,62.83
"614","5044712",2005-09-12,43.64
"615","5044723",2003-01-28,119.64
"616","5044723",2003-01-07,90.3
"617","5044724",2006-04-21,80.52
"618","5044724",2003-12-08,364.91
"619","5044724",2004-03-01,182.81
"620","5044724",2003-11-24,116.24
"621","5044724",2005-11-30,157.25
"622","5044724",2005-08-02,124.52
"623","5044724",2006-01-04,170.05
"624","5044724",2005-09-30,135.43
"625","5044724",2003-01-17,247.17
"626","5044724",2005-02-24,70.72
"627","5044724",2005-05-18,100.07
"628","5044724",2004-10-29,104.96
"629","5044724",2005-12-10,140.71
"630","5044724",2004-08-26,127.91
"631","5044724",2006-11-13,120.24
"632","5044724",2004-11-09,121.14
"633","5044724",2003-01-07,143.33
"634","5044724",2005-01-05,196.36
"635","5044724",2003-05-14,140.72
"636","5044724",2003-10-15,66.96
"637","5044724",2004-01-08,257.33
"638","5044724",2005-08-10,164.02
"639","5044724",2003-09-30,165.15
"640","5044724",2003-06-18,338.22
"641","5044724",2004-01-27,213.31
"642","5044724",2005-11-21,124.89
"643","5044724",2006-03-08,100.83
"644","5044724",2004-11-19,121.14
"645","5044724",2005-11-02,88.79
"646","5044724",2003-01-29,331.06
"647","5044725",2003-01-07,163.2
"648","5044725",2004-01-09,127.9
"649","5044725",2003-03-17,297.21
"650","5045923",2003-03-20,90.29
"651","5045923",2003-01-07,36.87
"652","5045923",2003-09-10,110.23
"653","5045923",2003-11-04,120.38
"654","5046066",2003-03-13,29.34
"655","5046066",2005-01-15,65.46
"656","5046066",2003-01-12,91.79
"657","5046563",2003-01-07,136.55
"658","5046564",2003-01-07,134.67
"659","5046564",2004-12-28,47.4
"660","5046564",2003-03-03,92.54
"661","5048101",2003-01-15,24.08
"662","5048814",2006-09-08,33.78
"663","5048814",2003-01-15,69.39
"664","5048814",2004-04-30,97.81
"665","5048814",2005-01-07,133.17
"666","5048814",2006-10-10,37.54
"667","5048814",2004-12-10,106.83
"668","5048814",2003-12-28,37.24
"669","5048814",2004-10-25,36.87
"670","5048814",2006-09-20,60.12
"671","5048814",2004-04-20,48.15
"672","5048814",2003-02-15,182.45
"673","5048814",2005-09-16,44.39
"674","5048814",2005-10-26,44.39
"675","5048814",2005-12-22,37.24
"676","5048814",2004-11-27,44.39
"677","5049443",2003-01-02,159.72
"678","5049444",2004-05-02,77.87
"679","5049444",2003-08-20,58.68
"680","5049444",2006-01-12,58.68
"681","5049444",2006-11-20,33.78
"682","5049444",2003-01-02,36.87
"683","5049445",2005-12-07,309.99
"684","5049445",2006-05-02,60.2
"685","5049445",2005-10-01,134.68
"686","5049445",2003-04-25,92.15
"687","5049445",2004-10-09,73.73
"688","5049445",2006-08-16,90.14
"689","5049445",2003-01-02,29.34
"690","5049445",2005-11-05,272.36
"691","5049450",2006-01-08,57.18
"692","5049450",2004-02-26,204.28
"693","5049450",2003-04-23,64.33
"694","5049450",2003-01-03,36.87
"695","5049450",2005-06-25,125.65
"696","5049450",2005-08-11,164.77
"697","5049450",2006-04-28,205.4
"698","5049450",2003-11-13,120.76
"699","5049450",2006-10-25,187.2
"700","5050315",2006-10-29,75.08
"701","5050315",2003-04-27,115.86
"702","5050315",2003-01-12,74.48
"703","5050316",2003-01-12,36.87
"704","5050319",2003-01-17,61.7
"705","5050319",2006-09-04,60.12
"706","5050319",2003-01-14,83.52
"707","5050319",2003-11-07,51.16
"708","5050319",2004-08-25,81.26
"709","5050479",2004-12-11,211.81
"710","5050479",2003-05-22,154.24
"711","5050479",2005-12-09,260.34
"712","5050479",2004-01-09,281.02
"713","5050479",2003-01-15,77.11
"714","5050479",2005-05-25,167.03
"715","5050479",2005-07-18,37.25
"716","5050479",2005-07-23,121.13
"717","5050479",2004-05-31,58.69
"718","5050670",2003-11-04,29.34
"719","5050670",2003-01-02,33.17
"720","5050671",2003-04-28,91.42
"721","5050671",2003-01-02,158.41
"722","5050671",2003-06-19,61.69
"723","5050676",2005-02-23,150.49
"724","5050676",2005-10-09,238.52
"725","5050676",2005-05-12,187.34
"726","5050676",2003-06-24,247.55
"727","5050676",2004-03-18,167.03
"728","5050676",2003-02-11,111.36
"729","5050676",2003-01-03,99.33
"730","5050676",2004-08-23,260.33
"731","5050676",2005-08-14,163.27
"732","5050676",2004-12-03,105.33
"733","5050677",2003-01-03,42.77
"734","5050924",2004-10-01,36.86
"735","5050924",2003-01-07,328.83
"736","5050924",2005-06-24,230.98
"737","5050924",2003-03-05,48.15
"738","5050924",2005-01-13,74.49
"739","5050924",2006-10-01,90.14
"740","5050924",2005-12-11,58.68
"741","5050924",2006-11-17,60.12
"742","5050924",2003-06-21,154.24
"743","5051202",2004-01-01,392.39
"744","5051202",2003-01-11,201.67
"745","5051202",2006-02-18,172.3
"746","5051202",2006-02-17,143.71
"747","5051202",2003-07-28,199.42
"748","5051202",2005-04-29,65.46
"749","5051202",2003-01-03,91.79
"750","5052256",2003-09-09,436.38
"751","5052256",2004-08-16,337.84
"752","5052256",2003-01-14,267.1
"753","5052256",2003-05-14,379.59
"754","5052256",2004-06-28,627.52
"755","5052256",2003-07-21,488.71
"756","5052256",2005-09-26,282.15
"757","5052256",2006-09-25,232.87
"758","5052256",2004-01-07,133.18
"759","5052256",2004-01-28,44.77
"760","5052256",2005-12-07,132.43
"761","5052256",2004-02-16,325.03
"762","5052256",2005-01-24,333.32
"763","5052256",2004-09-29,433.4
"764","5052256",2004-08-09,224.21
"765","5052256",2005-09-29,139.94
"766","5052256",2004-04-28,415.69
"767","5052256",2003-05-05,346.87
"768","5052256",2006-06-03,182.08
"769","5052460",2003-11-24,31.22
"770","5052460",2003-01-07,68.47
"771","5052460",2005-11-29,358.89
"772","5052608",2003-11-05,164.02
"773","5052608",2004-10-11,127.15
"774","5052608",2005-12-12,74.49
"775","5052608",2003-01-07,316.02
"776","5053672",2003-05-22,195.25
"777","5053672",2004-11-29,58.68
